³¯Â¥,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,°Å·¡·®,°Å·¡´ë±Ý,µî¶ô·ü,BPS,PER,PBR,EPS,DIV,DPS,buy_±â°üÇÕ°è,buy_±âÅ¸¹ýÀÎ,buy_°³ÀÎ,buy_¿Ü±¹ÀÎÇÕ°è,sell_±â°üÇÕ°è,sell_±âÅ¸¹ýÀÎ,sell_°³ÀÎ,sell_¿Ü±¹ÀÎÇÕ°è,sell_ÀüÃ¼,foreign_»óÀåÁÖ½Ä¼ö,foreign_º¸À¯¼ö·®,foreign_ÁöºÐÀ²,foreign_ÇÑµµ¼ö·®,foreign_ÇÑµµ¼ÒÁø·ü,short_°Å·¡·®,short_¸Å¼ö,short_ºñÁß,¾÷Á¾,Á¾¸ñ
2020-07-14,101500,102000,99900,101500,1050563,1.06E+11,0,253001,8.97,0.4,11310,3.94,4000,-6816208300,168962500,8784812000,-2137566200,26774655800,159163500,60105745400,18847013800,1.06E+11,213668187,71824865,33.62,213668187,33.62,40,1050563,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-15,104500,110000,104000,109000,4494730,4.84E+11,7.39,253001,9.64,0.43,11310,3.67,4000,73643968500,-913913500,-1.15E+11,41884837000,67630806000,2886935500,3.83E+11,30853076000,4.84E+11,213668187,71767640,33.6,213668187,33.6,15,4494730,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-16,110500,113000,109000,110000,3254530,3.60E+11,0.92,253001,9.73,0.43,11310,3.64,4000,22765248500,1664942000,-18569412000,-5860778500,86788347000,1258074000,2.11E+11,60958334500,3.60E+11,213668187,72162325,33.78,213668187,33.78,0,3254530,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-17,109500,119000,109500,117500,4265529,4.89E+11,6.82,253001,10.39,0.46,11310,3.4,4000,24853347500,-2248095500,-1.05E+11,82776347500,1.09E+11,4785089000,3.48E+11,27614152500,4.89E+11,213668187,72107068,33.75,213668187,33.75,0,4265529,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-20,119500,125000,118000,121500,4461527,5.43E+11,3.4,253001,10.74,0.48,11310,3.29,4000,-9711016000,-91103500,15206244000,-5404124500,1.67E+11,5995485000,3.16E+11,53301828000,5.43E+11,213668187,72830054,34.1,213668187,34.1,273,4461527,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-21,122000,124500,118000,121500,3138553,3.81E+11,0,253001,10.74,0.48,11310,3.29,4000,20212038000,3140558000,-15649236000,-7703360000,79831460500,681056500,2.42E+11,58525770000,3.81E+11,213668187,72783028,34.06,213668187,34.06,21,3138553,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-22,122000,124000,118500,118500,2395083,2.89E+11,-2.47,253001,10.48,0.47,11310,3.38,4000,935198000,-2263558000,26711486500,-25383126500,89402037000,3189636500,1.51E+11,45727022000,2.89E+11,213668187,72718542,34.03,213668187,34.03,20,2395083,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-23,118500,125500,116000,124500,4505464,5.47E+11,5.06,253001,11.01,0.49,11310,3.21,4000,38982825000,1299654500,-56941748000,16659268500,1.60E+11,1761057000,3.29E+11,55832548000,5.47E+11,213668187,72500639,33.94,213668187,33.94,66,4505464,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-24,123500,129000,121500,122500,3908721,4.89E+11,-1.61,253001,10.83,0.48,11310,3.27,4000,5960475000,8584060500,-5288385000,-9256150500,1.62E+11,8989277500,2.46E+11,71773796500,4.89E+11,213668187,72640628,34,213668187,34,1591,3908721,0.04,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-27,122500,126500,122000,123500,2046059,2.55E+11,0.82,253001,10.92,0.49,11310,3.24,4000,3397985500,-119887500,3501521500,-6779619500,1.00E+11,1855657000,1.23E+11,28874780000,2.55E+11,213668187,72562083,33.97,213668187,33.97,1,2046059,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-28,124500,126000,122000,123000,1765179,2.17E+11,-0.4,253001,10.88,0.49,11310,3.25,4000,-19549648500,17911000,34217571000,-14685833500,82667536500,1337729000,95852700000,37519015500,2.17E+11,213668187,72508233,33.94,213668187,33.94,22,1765179,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-29,122500,125500,120000,125000,1897616,2.35E+11,1.63,253001,11.05,0.49,11310,3.2,4000,23417149500,1150084500,-34620644500,10053410500,68936022000,1009661500,1.39E+11,26090891000,2.35E+11,213668187,72388060,33.88,213668187,33.88,44,1897616,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-30,127000,130500,126000,127500,2728427,3.51E+11,2,253001,11.27,0.5,11310,3.14,4000,17395213000,2608534500,-22298827500,2295080000,1.08E+11,1234580000,2.05E+11,36987412500,3.51E+11,213668187,72601468,33.97,213668187,33.97,0,2728427,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-07-31,128000,129500,125000,126500,1712713,2.17E+11,-0.78,253001,11.18,0.5,11310,3.16,4000,-12168254500,-5816345500,31647435500,-13662835500,71169311500,6435389000,90280583000,49359378500,2.17E+11,213668187,72625937,34,213668187,34,0,1712713,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-03,126500,128500,123500,127000,1868315,2.36E+11,0.4,253001,11.23,0.5,11310,3.15,4000,35616040000,1428761000,-2462699000,-34582102000,68740099000,5362391500,1.17E+11,45171849500,2.36E+11,213668187,72612436,33.97,213668187,33.97,56,1868315,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-04,129500,134000,129000,132500,2492506,3.29E+11,4.33,253001,11.72,0.52,11310,3.02,4000,23099442500,-1408107500,-2177043500,-19514291500,86220955000,3560393500,1.96E+11,42689090000,3.29E+11,213668187,72261143,33.8,213668187,33.8,13,2492506,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-05,133000,135500,132000,134000,1859551,2.49E+11,1.13,253001,11.85,0.53,11310,2.99,4000,9033616000,-7190439000,-6372274500,4529097500,78083130500,9268679500,1.36E+11,25134936500,2.49E+11,213668187,72068603,33.72,213668187,33.72,0,1859551,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-06,136500,146000,136000,144500,4040334,5.73E+11,7.84,253001,12.78,0.57,11310,2.77,4000,15025991500,6660343000,-27026349000,5340014500,1.52E+11,3024031500,3.76E+11,43082403775,5.73E+11,213668187,72106977,33.75,213668187,33.75,6241,4040334,0.15,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-07,145500,149500,144500,147000,3208082,4.71E+11,1.73,253001,13,0.58,11310,2.72,4000,1183649000,-943484000,49170763500,-49410928500,1.37E+11,4877833000,2.61E+11,68303869000,4.71E+11,213668187,72146452,33.78,213668187,33.78,0,3208082,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-10,151500,172500,151000,170000,8460795,1.38E+12,15.65,253001,15.03,0.67,11310,2.35,4000,-47422955000,4849305000,61582649500,-19008999500,3.65E+11,18109922000,9.03E+11,94361897000,1.38E+12,213668187,71813248,33.62,213668187,33.62,134,8460795,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-11,171500,180500,164500,179000,6776406,1.16E+12,5.29,253001,15.83,0.71,11310,2.23,4000,-13562679500,16352842500,86328338500,-89118501500,2.70E+11,6863734500,7.46E+11,1.36E+11,1.16E+12,213668187,71717878,33.56,213668187,33.56,0,6776406,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-12,174000,178500,170500,172000,4877139,8.50E+11,-3.91,253001,15.21,0.68,11310,2.33,4000,-21795307500,4867395500,1.38E+11,-1.22E+11,2.22E+11,3985321000,4.65E+11,1.59E+11,8.50E+11,213668187,71191776,33.3,213668187,33.3,0,4877139,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-13,175000,177500,167000,170000,3997431,6.86E+11,-1.16,253001,15.03,0.67,11310,2.35,4000,-1720273500,32260000,1.18E+11,-1.16E+11,1.71E+11,3312681500,3.68E+11,1.43E+11,6.86E+11,213668187,70490364,33,213668187,33,3,3997431,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-14,171000,172000,161000,167000,4469158,7.40E+11,-1.76,253001,14.77,0.66,11310,2.4,4000,-38694214000,-8143963000,45555103500,1283073500,2.51E+11,12589879000,4.08E+11,67884861500,7.40E+11,213668187,69818805,32.7,213668187,32.7,44,4469158,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-18,163500,168000,155500,158000,4328953,7.00E+11,-5.39,253001,13.97,0.62,11310,2.53,4000,27481986500,498301500,22006556500,-49986844500,1.28E+11,5687234000,4.46E+11,1.19E+11,7.00E+11,213668187,69833845,32.7,213668187,32.7,34,4328953,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-19,158000,165500,158000,164500,3298626,5.33E+11,4.11,253001,14.54,0.65,11310,2.43,4000,9081130000,1624969000,-23201846500,12495747500,1.48E+11,1710392000,3.32E+11,51416569495,5.33E+11,213668187,69530541,32.53,213668187,32.53,32,3298626,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-20,163000,165500,154000,155000,3630223,5.75E+11,-5.78,253001,13.7,0.61,11310,2.58,4000,-24201478000,3022647500,82010972500,-60832142000,1.39E+11,918871000,3.48E+11,87213864000,5.75E+11,213668187,69440257,32.5,213668187,32.5,0,3630223,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-21,158000,161500,154000,156000,3348383,5.28E+11,0.65,253001,13.79,0.62,11310,2.56,4000,11062127500,-15412327500,33406222000,-29056022000,1.08E+11,19065535500,3.05E+11,95267275500,5.28E+11,213668187,69055875,32.3,213668187,32.3,259,3348383,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-24,157500,163000,152500,161500,2904566,4.64E+11,3.53,253001,14.28,0.64,11310,2.48,4000,26229265000,13702754000,-24835035500,-15096983500,1.23E+11,839730500,2.84E+11,55969866500,4.64E+11,213668187,68872031,32.22,213668187,32.22,39,2904566,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-25,167500,171000,165000,166000,3304089,5.56E+11,2.79,253001,14.68,0.66,11310,2.41,4000,34072797000,-435558000,831476500,-34468715500,1.28E+11,7348216000,3.33E+11,86828976500,5.56E+11,213668187,68778361,32.2,213668187,32.2,129,3304089,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-26,166500,170000,163000,167500,2638394,4.40E+11,0.9,253001,14.81,0.66,11310,2.39,4000,-19208205000,1921022000,27735461500,-10448278500,1.26E+11,1183552500,2.66E+11,46557384000,4.40E+11,213668187,68572572,32.1,213668187,32.1,0,2638394,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-27,169000,169500,163500,163500,2427108,4.03E+11,-2.39,253001,14.46,0.65,11310,2.45,4000,-53225010000,5541154500,57097546000,-9413690500,1.34E+11,2326527000,2.34E+11,32424224000,4.03E+11,213668187,68532482,32.06,213668187,32.06,0,2427108,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-28,165500,176500,164500,172000,5571784,9.56E+11,5.2,253001,15.21,0.68,11310,2.33,4000,73108154000,-2238091000,-1.25E+11,53946188000,1.85E+11,13366753000,7.07E+11,50936937000,9.56E+11,213668187,68476524,32.06,213668187,32.06,342,5571784,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-08-31,177500,182000,174500,176500,5275614,9.41E+11,2.62,253001,15.61,0.7,11310,2.27,4000,54150285500,8698908500,37699710500,-1.01E+11,1.72E+11,10028014000,4.92E+11,2.67E+11,9.41E+11,213668187,68783903,32.2,213668187,32.2,420,5275614,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-01,178500,181000,175500,180000,2704194,4.83E+11,1.98,253001,15.92,0.71,11310,2.22,4000,-6527686500,1143552500,-10829714000,16213848000,1.23E+11,4845562000,3.03E+11,51592461500,4.83E+11,213668187,68215228,31.94,213668187,31.94,597,2704194,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-02,178000,178500,173500,176000,2825239,4.97E+11,-2.22,253001,15.56,0.7,11310,2.27,4000,-33639918000,-2406009500,86650175000,-50604247500,1.51E+11,7419520500,2.46E+11,91952103740,4.97E+11,213668187,68305689,31.97,213668187,31.97,0,2825239,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-03,177500,177500,174000,176500,1841550,3.24E+11,0.28,253001,15.61,0.7,11310,2.27,4000,-19737314500,2129188500,26736541500,-9128415500,86878716000,751573000,1.71E+11,65461288500,3.24E+11,213668187,68036175,31.84,213668187,31.84,0,1841550,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-04,167500,174000,167500,172500,2886867,4.94E+11,-2.27,253001,15.25,0.68,11310,2.32,4000,-50829994500,-8491998000,56427045500,2894947000,1.62E+11,12351599500,2.76E+11,43788902000,4.94E+11,213668187,67981436,31.81,213668187,31.81,0,2886867,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-07,172500,173000,169000,170000,1516649,2.58E+11,-1.45,253001,15.03,0.67,11310,2.35,4000,-26136073000,223862000,31235523500,-5323312500,81498079000,1643782500,1.49E+11,26080671000,2.58E+11,213668187,67987236,31.81,213668187,31.81,13,1516649,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-08,171000,172500,168000,168000,1933504,3.28E+11,-1.18,253001,14.85,0.66,11310,2.38,4000,-43149533000,10565148000,63738771000,-31154386000,1.25E+11,1239803500,1.59E+11,42405347500,3.28E+11,213668187,67954359,31.8,213668187,31.8,0,1933504,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-09,166500,172000,165500,167500,1685225,2.84E+11,-0.3,253001,14.81,0.66,11310,2.39,4000,-33137100000,-3131730500,39269880000,-3001049500,87021665500,4250478500,1.66E+11,26857722500,2.84E+11,213668187,67769647,31.72,213668187,31.72,0,1685225,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-10,170500,171500,168000,169000,1326177,2.24E+11,0.9,253001,14.94,0.67,11310,2.37,4000,-19030750000,-900103000,16305319500,3625533500,92692229500,1381830500,1.02E+11,28342756500,2.24E+11,213668187,67782470,31.72,213668187,31.72,293,1326177,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-11,167500,171500,167500,171500,1538378,2.61E+11,1.48,253001,15.16,0.68,11310,2.33,4000,-2434253000,-279388000,-5620706000,8334347000,81608868000,3558035500,1.48E+11,27642462000,2.61E+11,213668187,67803508,31.73,213668187,31.73,245,1538378,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-14,174500,180000,174000,180000,3145262,5.60E+11,4.96,253001,15.92,0.71,11310,2.22,4000,58255036000,11300368500,-79605996000,10050591500,1.18E+11,1934340500,4.10E+11,30902368500,5.60E+11,213668187,67853117,31.77,213668187,31.77,347,3145262,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-15,184000,185000,178500,179000,2644009,4.79E+11,-0.56,253001,15.83,0.71,11310,2.23,4000,9960297500,-3807663000,22608803000,-28761437500,1.27E+11,6239570500,3.00E+11,46504096500,4.79E+11,213668187,67922033,31.8,213668187,31.8,327,2644009,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-16,179500,186000,177000,183500,3401835,6.20E+11,2.51,253001,16.22,0.73,11310,2.18,4000,39470504500,1579915500,-84840276500,43789856500,1.33E+11,10459045000,4.16E+11,60276501500,6.20E+11,213668187,67711828,31.69,213668187,31.69,629,3401835,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-17,185500,191500,183000,184000,4383978,8.21E+11,0.27,253001,16.27,0.73,11310,2.17,4000,-9390889500,-4873596500,12837676500,1426809500,2.04E+11,27361619500,5.15E+11,74547202500,8.21E+11,213668187,67952255,31.8,213668187,31.8,0,4383978,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-18,184000,186000,179000,181000,2584103,4.69E+11,-1.63,253001,16,0.72,11310,2.21,4000,-20003550000,909759500,79108877000,-60015086500,1.57E+11,2565868500,2.08E+11,1.02E+11,4.69E+11,213668187,67969485,31.81,213668187,31.81,44,2584103,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-21,181000,188500,180500,185000,3133848,5.83E+11,2.21,253001,16.36,0.73,11310,2.16,4000,11795956000,1249841500,-18802288500,5756491000,1.68E+11,2736127000,3.61E+11,50718864500,5.83E+11,213668187,67640668,31.66,213668187,31.66,53,3133848,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-22,185000,186000,178000,179500,3042046,5.48E+11,-2.97,253001,15.87,0.71,11310,2.23,4000,-58786368500,899081000,1.05E+11,-46966967500,1.89E+11,3343262500,2.84E+11,71265873500,5.48E+11,213668187,67672079,31.67,213668187,31.67,337,3042046,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-23,183000,183000,170000,179500,3481682,6.15E+11,0,253001,15.87,0.71,11310,2.23,4000,-25690146500,1488934500,40643274000,-16442062000,1.88E+11,4288111500,3.67E+11,55923337000,6.15E+11,213668187,67406975,31.55,213668187,31.55,282,3481682,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-24,173500,176000,171000,171500,2841908,4.92E+11,-4.46,253001,15.16,0.68,11310,2.33,4000,-22105580500,5041883500,76405231000,-59341534000,1.43E+11,2560845500,2.59E+11,87446423500,4.92E+11,213668187,67444510,31.56,213668187,31.56,1653,2841908,0.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-25,172500,174000,166000,170000,2076987,3.53E+11,-0.87,253001,15.03,0.67,11310,2.35,4000,-3665861500,-2992728500,16300343500,-9641753500,84755383500,9897129000,2.18E+11,40272912500,3.53E+11,213668187,67106783,31.4,213668187,31.4,1333,2076987,0.06,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-28,173000,176000,172000,175500,1374871,2.40E+11,3.24,253001,15.52,0.69,11310,2.28,4000,4729039500,613081500,-39178669500,33836548500,57947630000,844907000,1.69E+11,12136656000,2.40E+11,213668187,67076289,31.39,213668187,31.39,196,1374871,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-09-29,178500,180000,177500,178500,1475249,2.64E+11,1.71,253001,15.78,0.71,11310,2.24,4000,2806241500,-1452911500,-19252698500,17899368500,47693481500,9054878500,1.53E+11,53440437500,2.64E+11,213668187,67290689,31.48,213668187,31.48,0,1475249,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-05,183000,187500,181500,187000,2732820,5.07E+11,4.76,253001,16.53,0.74,11310,2.14,4000,50180284000,-561437000,-90626450000,41007603000,62495138500,2804671500,3.79E+11,62200337000,5.07E+11,213668187,67390139,31.55,213668187,31.55,789,2732820,0.03,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-06,188000,188500,181500,182500,2143171,3.96E+11,-2.41,253001,16.14,0.72,11310,2.19,4000,-114150000,1019870000,53476401500,-54382121500,76848663000,1104659500,2.39E+11,78619286000,3.96E+11,213668187,67615986,31.66,213668187,31.66,114,2143171,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-07,180000,183500,178500,183000,1512423,2.74E+11,0.27,253001,16.18,0.72,11310,2.19,4000,13508438000,1317679000,23832173000,-38658290000,65132176500,620143000,1.42E+11,66625600500,2.74E+11,213668187,67320803,31.52,213668187,31.52,0,1512423,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-08,185500,186000,180000,180500,1750474,3.18E+11,-1.37,253001,15.96,0.71,11310,2.22,4000,-60332189000,1124653500,94378066500,-35170531000,1.25E+11,917054500,1.24E+11,68113203000,3.18E+11,213668187,67099195,31.4,213668187,31.4,679,1750474,0.04,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-12,178000,181500,176000,180000,1655359,2.97E+11,-0.28,253001,15.92,0.71,11310,2.22,4000,-28273805000,-2032218000,35127235000,-4821212000,85262950000,4241935000,1.43E+11,64234127000,2.97E+11,213668187,66929203,31.31,213668187,31.31,701,1655359,0.04,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-13,181000,181500,176000,179000,1728432,3.08E+11,-0.56,253001,15.83,0.71,11310,2.23,4000,-65862712000,-1995771500,48231117000,19627366500,1.42E+11,3712683000,1.37E+11,24757146500,3.08E+11,213668187,66903245,31.31,213668187,31.31,386,1728432,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-14,181000,183500,177000,178000,1930046,3.47E+11,-0.56,253001,15.74,0.7,11310,2.25,4000,-58101050000,546070500,63779438000,-6224458500,1.40E+11,586750500,1.41E+11,65841186500,3.47E+11,213668187,66998345,31.36,213668187,31.36,318,1930046,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-15,177000,178500,175000,176000,1587551,2.80E+11,-1.12,253001,15.56,0.7,11310,2.27,4000,-35718154500,-936334500,42254228000,-5599739000,1.08E+11,3024254500,1.43E+11,26444263000,2.80E+11,213668187,66961913,31.34,213668187,31.34,328,1587551,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-16,176500,177500,169000,172000,3197258,5.48E+11,-2.27,253001,15.21,0.68,11310,2.33,4000,-1.54E+11,-72319500,1.90E+11,-36143085000,2.52E+11,2974282000,2.38E+11,55534454000,5.48E+11,213668187,66936566,31.33,213668187,31.33,30,3197258,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-19,169500,172000,167500,168000,2230634,3.76E+11,-2.33,253001,14.85,0.66,11310,2.38,4000,-61185695500,-1921711000,87178419000,-24071012500,1.56E+11,2776325000,1.82E+11,35757307000,3.76E+11,213668187,66721503,31.23,213668187,31.23,0,2230634,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-20,157000,168500,156500,167500,5697398,9.24E+11,-0.3,253001,14.81,0.66,11310,2.39,4000,40366935000,-10777920000,6548538500,-36137553500,2.85E+11,14745559000,4.92E+11,1.33E+11,9.24E+11,213668187,66580167,31.16,213668187,31.16,1167,5697398,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-21,167000,167500,163500,165500,1760669,2.92E+11,-1.19,253001,14.63,0.65,11310,2.42,4000,-18364896500,-449340000,28699655500,-9885419000,1.51E+11,1366011000,1.11E+11,28253350500,2.92E+11,213668187,66346397,31.05,213668187,31.05,0,1760669,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-22,163000,163500,161000,162500,1700524,2.75E+11,-1.81,253001,14.37,0.64,11310,2.46,4000,-19167662500,-5981767500,6903295500,18246134500,85129748500,6879693500,1.48E+11,35006741500,2.75E+11,213668187,66286178,31.02,213668187,31.02,16,1700524,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-23,163500,168000,163000,167000,1883932,3.13E+11,2.77,253001,14.77,0.66,11310,2.4,4000,24131674500,1681428000,-27104766500,1291664000,1.08E+11,547087500,1.74E+11,30954902000,3.13E+11,213668187,66399144,31.08,213668187,31.08,3,1883932,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-26,167000,174000,164000,171500,3018359,5.13E+11,2.69,253001,15.16,0.68,11310,2.33,4000,75140212000,-4422708000,-73708720000,2991216000,1.83E+11,7568393000,2.75E+11,47074633500,5.13E+11,213668187,66406793,31.08,213668187,31.08,79,3018359,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-27,173000,178000,171000,172500,3317704,5.79E+11,0.58,253001,15.25,0.68,11310,2.32,4000,-8261553000,8027270000,-30779473500,31013756500,2.27E+11,1993157000,2.86E+11,64096426500,5.79E+11,213668187,66422904,31.1,213668187,31.1,1027,3317704,0.03,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-28,172000,174000,169500,173500,1419988,2.44E+11,0.58,253001,15.34,0.69,11310,2.31,4000,-395040500,5131120500,-362192000,-4373888000,98210470000,291676000,93283963000,52170582500,2.44E+11,213668187,66626206,31.19,213668187,31.19,270,1419988,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-29,169000,171000,168000,170000,1484537,2.52E+11,-2.02,253001,15.03,0.67,11310,2.35,4000,-35004620000,4029057500,42383753500,-11408191000,1.01E+11,1380226000,1.15E+11,34439983500,2.52E+11,213668187,66601241,31.17,213668187,31.17,28,1484537,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-10-30,169000,169500,164500,164500,1452259,2.42E+11,-3.24,253001,14.54,0.65,11310,2.43,4000,-41845638000,7858048500,56553777500,-22566188000,98951877000,585460500,93954611000,48467616500,2.42E+11,213668187,66525426,31.12,213668187,31.12,0,1452259,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-02,166000,170500,166000,170500,1052301,1.77E+11,3.65,253001,15.08,0.67,11310,2.35,4000,16431969000,-974599500,-33384360000,17926990500,60009286500,4625387000,1.01E+11,11707103500,1.77E+11,213668187,66284223,31.02,213668187,31.02,121,1052301,0.01,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-03,171000,172000,169000,170500,1006364,1.72E+11,0,253001,15.08,0.67,11310,2.35,4000,-1488226500,3414407000,13375076500,-15301257000,55953759500,295673000,90771042000,24718646500,1.72E+11,213668187,66396138,31.06,213668187,31.06,0,1006364,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-04,173000,175000,170500,171500,1699252,2.93E+11,0.59,253001,15.16,0.68,11310,2.33,4000,-8594700000,13497989500,-11044363500,6141074000,1.10E+11,1944626000,1.50E+11,31858844000,2.93E+11,213668187,66311587,31.03,213668187,31.03,31,1699252,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-05,173500,175000,172500,175000,1299430,2.26E+11,2.04,253001,15.47,0.69,11310,2.29,4000,18690061500,2438226500,-65705206500,44576918500,57581468500,1445329500,1.59E+11,7929000000,2.26E+11,213668187,66346891,31.05,213668187,31.05,0,1299430,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-06,176500,177000,169500,170500,2233192,3.85E+11,-2.57,253001,15.08,0.67,11310,2.35,4000,-21287122000,5171752500,1.28E+11,-1.12E+11,1.23E+11,1107679000,1.20E+11,1.41E+11,3.85E+11,213668187,66603698,31.17,213668187,31.17,391,2233192,0.02,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-09,172500,174500,172000,172500,1521010,2.63E+11,1.17,253001,15.25,0.68,11310,2.32,4000,10898452000,5266742000,22717438500,-38882632500,65631085500,408886500,1.17E+11,79864372500,2.63E+11,213668187,65947765,30.86,213668187,30.86,0,1521010,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-10,174500,174500,172000,173500,1796342,3.11E+11,0.58,253001,15.34,0.69,11310,2.31,4000,17052269500,-1180288000,7310390000,-23182371500,80334249000,6967481000,1.28E+11,95407305500,3.11E+11,213668187,65720933,30.77,213668187,30.77,0,1796342,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
2020-11-11,174500,179000,173000,175500,4140745,7.28E+11,1.15,253001,15.52,0.69,11310,2.28,4000,35127397500,9967476000,27806931000,-72901804500,1.83E+11,973212500,3.10E+11,2.34E+11,7.28E+11,213668187,65611946,30.7,213668187,30.7,0,4140745,0,°æ±â¼ÒºñÀç,Çö´ëÂ÷
